12

0   7   9   15   13   24   19   23   8   17   0   2
7   0   24   7   25   9   25   9   18   19   21   5
9   24   0   6   8   12   17   18   5   21   4   18
15   7   6   0   14   6   16   18   20   25   2   10
13   25   8   14   0   1   5   3   23   20   21   15
24   9   12   6   1   0   14   11   11   9   9   13
19   25   17   16   5   14   0   9   12   9   3   14
23   9   18   18   3   11   9   0   0   11   15   9
8   18   5   20   23   11   12   0   0   7   12   11
17   19   21   25   20   9   9   11   7   0   16   16
0   21   4   2   21   9   3   15   12   16   0   19
2   5   18   10   15   13   14   9   11   16   19   0

0   8   11   8   28   14   13   21   52   52   9   23
8   0   15   2   26   22   21   29   44   44   3   19
11   15   0   15   39   9   16   14   59   59   16   30
8   2   15   0   28   22   21   29   44   44   5   17
28   26   39   28   0   30   25   49   50   40   23   45
14   22   9   22   30   0   7   19   66   66   23   37
13   21   16   21   25   7   0   26   65   65   22   36
21   29   14   29   49   19   26   0   73   73   30   44
52   44   59   44   50   66   65   73   0   10   43   29
52   44   59   44   40   66   65   73   10   0   43   29
9   3   16   5   23   23   22   30   43   43   0   22
23   19   30   17   45   37   36   44   29   29   22   0
