14

0   2   21   9   9   1   24   12   15   2   8   0   21   5
2   0   17   4   11   10   10   9   24   2   9   0   9   19
21   17   0   8   22   18   8   7   5   4   18   11   11   24
9   4   8   0   25   7   11   0   19   25   0   10   4   15
9   11   22   25   0   12   0   12   25   20   23   4   5   11
1   10   18   7   12   0   16   21   3   21   7   10   12   7
24   10   8   11   0   16   0   17   19   1   22   3   12   19
12   9   7   0   12   21   17   0   22   16   11   19   21   25
15   24   5   19   25   3   19   22   0   3   3   1   7   21
2   2   4   25   20   21   1   16   3   0   22   11   15   13
8   9   18   0   23   7   22   11   3   22   0   11   10   5
0   0   11   10   4   10   3   19   1   11   11   0   14   10
21   9   11   4   5   12   12   21   7   15   10   14   0   22
5   19   24   15   11   7   19   25   21   13   5   10   22   0

0   33   20   9   35   41   49   13   21   40   10   27   32   41
33   0   31   34   12   22   28   24   52   27   43   42   25   14
20   31   0   21   43   53   29   25   39   52   30   39   44   45
9   34   21   0   36   36   50   10   18   31   9   18   23   42
35   12   43   36   0   10   40   26   54   29   45   44   27   6
41   22   53   36   10   0   50   28   54   29   45   44   27   8
49   28   29   50   40   50   0   40   68   49   59   58   41   42
13   24   25   10   26   28   40   0   28   27   19   18   19   32
21   52   39   18   54   54   68   28   0   25   19   10   27   60
40   27   52   31   29   29   49   27   25   0   38   15   8   35
10   43   30   9   45   45   59   19   19   38   0   25   30   51
27   42   39   18   44   44   58   18   10   15   25   0   17   50
32   25   44   23   27   27   41   19   27   8   30   17   0   33
41   14   45   42   6   8   42   32   60   35   51   50   33   0
