9

0   22   22   5   16   2   1   13   22
22   0   9   5   20   20   25   14   21
22   9   0   2   22   9   6   7   18
5   5   2   0   19   19   22   10   9
16   20   22   19   0   20   10   2   1
2   20   9   19   20   0   21   2   23
1   25   6   22   10   21   0   20   20
13   14   7   10   2   2   20   0   21
22   21   18   9   1   23   20   21   0

0   55   73   23   34   72   20   23   66
55   0   56   66   87   51   39   42   49
73   56   0   50   39   5   53   50   7
23   66   50   0   21   49   27   24   43
34   87   39   21   0   38   48   45   38
72   51   5   49   38   0   52   49   6
20   39   53   27   48   52   0   3   46
23   42   50   24   45   49   3   0   43
66   49   7   43   38   6   46   43   0
