14

0   12   23   1   3   17   18   0   13   15   20   8   23   19
12   0   24   5   5   6   12   4   7   22   12   8   6   12
23   24   0   4   4   4   9   7   9   21   11   10   4   18
1   5   4   0   8   1   20   7   7   2   8   10   19   13
3   5   4   8   0   19   12   2   0   6   23   13   2   16
17   6   4   1   19   0   20   1   25   21   14   20   12   15
18   12   9   20   12   20   0   12   10   12   15   19   10   17
0   4   7   7   2   1   12   0   21   5   13   10   4   12
13   7   9   7   0   25   10   21   0   7   22   25   14   24
15   22   21   2   6   21   12   5   7   0   16   18   12   3
20   12   11   8   23   14   15   13   22   16   0   3   2   1
8   8   10   10   13   20   19   10   25   18   3   0   13   8
23   6   4   19   2   12   10   4   14   12   2   13   0   19
19   12   18   13   16   15   17   12   24   3   1   8   19   0

0   35   21   21   30   46   24   27   22   31   14   34   43   29
35   0   56   14   5   13   49   18   13   38   33   33   16   6
21   56   0   42   51   67   39   48   43   18   23   23   64   50
21   14   42   0   9   25   35   18   5   30   19   33   22   8
30   5   51   9   0   16   44   21   8   33   28   30   19   1
46   13   67   25   16   0   60   19   24   49   44   46   3   17
24   49   39   35   44   60   0   41   36   55   38   58   57   43
27   18   48   18   21   19   41   0   13   48   31   51   16   22
22   13   43   5   8   24   36   13   0   35   20   38   21   9
31   38   18   30   33   49   55   48   35   0   17   5   46   32
14   33   23   19   28   44   38   31   20   17   0   20   41   27
34   33   23   33   30   46   58   51   38   5   20   0   49   29
43   16   64   22   19   3   57   16   21   46   41   49   0   20
29   6   50   8   1   17   43   22   9   32   27   29   20   0
