13

0   8   4   3   0   23   22   3   0   20   1   25   9
8   0   14   19   23   2   21   16   22   9   5   16   9
4   14   0   8   7   9   2   11   12   7   12   9   6
3   19   8   0   19   9   19   6   10   6   25   19   7
0   23   7   19   0   21   0   15   8   11   3   21   23
23   2   9   9   21   0   25   7   3   18   21   18   5
22   21   2   19   0   25   0   25   4   4   24   13   4
3   16   11   6   15   7   25   0   22   24   8   5   9
0   22   12   10   8   3   4   22   0   6   22   2   19
20   9   7   6   11   18   4   24   6   0   18   25   1
1   5   12   25   3   21   24   8   22   18   0   16   0
25   16   9   19   21   18   13   5   2   25   16   0   16
9   9   6   7   23   5   4   9   19   1   0   16   0

0   38   22   30   52   42   24   55   53   32   25   28   16
38   0   16   50   38   16   44   31   37   18   31   48   36
22   16   0   36   30   20   30   33   31   10   17   34   22
30   50   36   0   26   34   6   29   27   32   19   2   14
52   38   30   26   0   22   30   7   1   20   27   26   38
42   16   20   34   22   0   28   15   21   10   17   32   28
24   44   30   6   30   28   0   33   31   26   13   4   8
55   31   33   29   7   15   33   0   6   23   30   29   41
53   37   31   27   1   21   31   6   0   21   28   27   39
32   18   10   32   20   10   26   23   21   0   13   30   18
25   31   17   19   27   17   13   30   28   13   0   17   11
28   48   34   2   26   32   4   29   27   30   17   0   12
16   36   22   14   38   28   8   41   39   18   11   12   0
