18

0   21   9   13   5   20   8   14   4   1   16   10   3   3   0   0   12   11
21   0   20   13   10   23   6   4   23   3   12   1   9   18   10   5   23   5
9   20   0   21   0   12   0   12   24   20   16   0   22   6   3   0   17   8
13   13   21   0   4   7   20   15   22   1   7   12   2   11   6   9   4   3
5   10   0   4   0   16   11   17   25   21   25   13   1   15   6   10   18   11
20   23   12   7   16   0   13   0   25   15   0   22   6   16   7   5   8   24
8   6   0   20   11   13   0   2   21   19   25   5   24   20   23   23   3   15
14   4   12   15   17   0   2   0   25   2   12   24   6   8   7   16   10   16
4   23   24   22   25   25   21   25   0   3   5   10   4   8   25   1   21   25
1   3   20   1   21   15   19   2   3   0   15   2   2   16   20   14   5   11
16   12   16   7   25   0   25   12   5   15   0   17   23   6   8   14   20   9
10   1   0   12   13   22   5   24   10   2   17   0   2   17   12   21   13   24
3   9   22   2   1   6   24   6   4   2   23   2   0   11   3   25   17   6
3   18   6   11   15   16   20   8   8   16   6   17   11   0   8   20   19   6
0   10   3   6   6   7   23   7   25   20   8   12   3   8   0   13   12   14
0   5   0   9   10   5   23   16   1   14   14   21   25   20   13   0   9   1
12   23   17   4   18   8   3   10   21   5   20   13   17   19   12   9   0   9
11   5   8   3   11   24   15   16   25   11   9   24   6   6   14   1   9   0

0   30   37   11   36   28   14   39   27   30   22   26   25   30   46   20   14   35
30   0   67   41   40   2   32   59   27   48   8   26   9   18   34   10   20   31
37   67   0   34   27   65   35   16   40   19   59   41   62   49   55   57   47   36
11   41   34   0   47   39   25   50   38   41   33   37   36   41   57   31   25   46
36   40   27   47   0   38   22   19   13   8   32   14   35   22   28   30   22   9
28   2   65   39   38   0   30   57   25   46   6   24   7   20   36   10   18   29
14   32   35   25   22   30   0   27   13   16   24   12   27   16   32   22   12   21
39   59   16   50   19   57   27   0   32   11   51   33   54   41   47   49   39   28
27   27   40   38   13   25   13   32   0   21   23   1   24   9   19   17   13   8
30   48   19   41   8   46   16   11   21   0   40   22   43   30   36   38   28   17
22   8   59   33   32   6   24   51   23   40   0   22   3   26   42   16   12   31
26   26   41   37   14   24   12   33   1   22   22   0   23   8   20   16   12   9
25   9   62   36   35   7   27   54   24   43   3   23   0   27   43   17   15   32
30   18   49   41   22   20   16   41   9   30   26   8   27   0   16   10   16   13
46   34   55   57   28   36   32   47   19   36   42   20   43   16   0   26   32   19
20   10   57   31   30   10   22   49   17   38   16   16   17   10   26   0   10   21
14   20   47   25   22   18   12   39   13   28   12   12   15   16   32   10   0   21
35   31   36   46   9   29   21   28   8   17   31   9   32   13   19   21   21   0
