17

0   0   16   14   8   8   15   11   15   15   17   18   4   3   11   7   3
0   0   18   1   0   19   10   18   14   19   8   12   23   2   23   14   17
16   18   0   19   1   1   14   3   12   0   17   6   3   10   8   13   8
14   1   19   0   13   21   8   22   19   14   9   0   15   18   8   6   18
8   0   1   13   0   4   2   20   5   8   1   25   17   12   4   22   19
8   19   1   21   4   0   24   17   8   22   4   8   1   24   11   8   12
15   10   14   8   2   24   0   21   17   20   21   6   23   20   3   11   13
11   18   3   22   20   17   21   0   19   17   15   12   16   23   21   15   14
15   14   12   19   5   8   17   19   0   1   22   17   7   2   24   9   9
15   19   0   14   8   22   20   17   1   0   4   20   22   9   6   12   2
17   8   17   9   1   4   21   15   22   4   0   10   13   17   20   7   19
18   12   6   0   25   8   6   12   17   20   10   0   22   20   8   3   20
4   23   3   15   17   1   23   16   7   22   13   22   0   8   23   15   8
3   2   10   18   12   24   20   23   2   9   17   20   8   0   22   14   23
11   23   8   8   4   11   3   21   24   6   20   8   23   22   0   2   22
7   14   13   6   22   8   11   15   9   12   7   3   15   14   2   0   25
3   17   8   18   19   12   13   14   9   2   19   20   8   23   22   25   0

0   32   5   58   47   54   26   10   36   41   30   21   20   16   55   49   59
32   0   37   26   21   28   30   24   36   23   14   33   16   46   23   17   33
5   37   0   63   48   55   27   13   37   46   35   26   21   17   60   54   60
58   26   63   0   37   44   56   50   62   17   28   37   42   72   5   21   49
47   21   48   37   0   17   39   37   45   44   35   54   27   55   42   16   30
54   28   55   44   17   0   28   44   28   51   42   61   34   38   49   25   13
26   30   27   56   39   28   0   16   10   39   28   33   14   16   53   47   33
10   24   13   50   37   44   16   0   26   33   22   17   10   22   47   41   49
36   36   37   62   45   28   10   26   0   45   34   43   20   20   59   53   23
41   23   46   17   44   51   39   33   45   0   11   20   25   55   14   28   56
30   14   35   28   35   42   28   22   34   11   0   19   14   44   25   19   47
21   33   26   37   54   61   33   17   43   20   19   0   27   35   34   38   66
20   16   21   42   27   34   14   10   20   25   14   27   0   30   39   33   39
16   46   17   72   55   38   16   22   20   55   44   35   30   0   69   63   43
55   23   60   5   42   49   53   47   59   14   25   34   39   69   0   26   54
49   17   54   21   16   25   47   41   53   28   19   38   33   63   26   0   38
59   33   60   49   30   13   33   49   23   56   47   66   39   43   54   38   0
