20

0   6   5   22   3   11   6   0   1   13   20   11   2   0   1   4   20   24   24   17
6   0   25   2   7   13   25   19   12   23   5   9   17   25   3   11   14   3   8   6
5   25   0   15   22   19   22   6   15   5   1   6   4   18   17   3   7   22   25   5
22   2   15   0   25   14   4   15   25   22   18   24   23   25   5   6   7   10   19   18
3   7   22   25   0   23   7   4   6   3   23   20   14   19   8   23   14   6   12   20
11   13   19   14   23   0   0   19   20   7   0   14   15   23   3   20   5   19   20   19
6   25   22   4   7   0   0   17   9   3   2   24   19   9   25   14   20   18   16   4
0   19   6   15   4   19   17   0   2   21   2   22   2   20   17   1   3   5   21   19
1   12   15   25   6   20   9   2   0   14   6   22   9   24   8   8   14   17   5   6
13   23   5   22   3   7   3   21   14   0   10   1   18   19   11   10   11   0   5   20
20   5   1   18   23   0   2   2   6   10   0   15   24   5   12   7   7   9   8   13
11   9   6   24   20   14   24   22   22   1   15   0   21   13   4   17   20   22   12   20
2   17   4   23   14   15   19   2   9   18   24   21   0   15   13   0   1   4   8   4
0   25   18   25   19   23   9   20   24   19   5   13   15   0   22   4   2   5   5   10
1   3   17   5   8   3   25   17   8   11   12   4   13   22   0   13   9   22   25   18
4   11   3   6   23   20   14   1   8   10   7   17   0   4   13   0   20   3   22   20
20   14   7   7   14   5   20   3   14   11   7   20   1   2   9   20   0   25   14   25
24   3   22   10   6   19   18   5   17   0   9   22   4   5   22   3   25   0   4   25
24   8   25   19   12   20   16   21   5   5   8   12   8   5   25   22   14   4   0   10
17   6   5   18   20   19   4   19   6   20   13   20   4   10   18   20   25   25   10   0

0   35   26   32   48   44   28   22   9   34   46   28   25   41   24   46   30   19   18   60
35   0   17   25   43   31   63   35   28   13   47   49   32   40   11   67   51   40   31   25
26   17   0   30   48   36   46   40   17   8   52   54   15   45   6   72   56   45   14   42
32   25   30   0   18   12   60   10   25   38   22   24   29   15   28   42   26   31   28   28
48   43   48   18   0   12   76   26   41   56   4   38   47   7   46   26   30   47   44   20
44   31   36   12   12   0   72   22   37   44   16   34   41   9   34   36   26   43   40   16
28   63   46   60   76   72   0   50   35   52   74   38   33   69   52   50   46   29   32   88
22   35   40   10   26   22   50   0   23   48   24   14   39   19   38   32   16   21   32   38
9   28   17   25   41   37   35   23   0   25   39   37   16   34   17   55   39   28   9   53
34   13   8   38   56   44   52   48   25   0   60   62   21   53   10   80   64   53   20   36
46   47   52   22   4   16   74   24   39   60   0   36   51   7   50   24   28   45   44   24
28   49   54   24   38   34   38   14   37   62   36   0   53   31   52   18   8   9   46   50
25   32   15   29   47   41   33   39   16   21   51   53   0   44   21   71   55   44   7   57
41   40   45   15   7   9   69   19   34   53   7   31   44   0   43   27   23   40   37   19
24   11   6   28   46   34   52   38   17   10   50   52   21   43   0   70   54   43   20   36
46   67   72   42   26   36   50   32   55   80   24   18   71   27   70   0   16   27   64   44
30   51   56   26   30   26   46   16   39   64   28   8   55   23   54   16   0   17   48   42
19   40   45   31   47   43   29   21   28   53   45   9   44   40   43   27   17   0   37   59
18   31   14   28   44   40   32   32   9   20   44   46   7   37   20   64   48   37   0   56
60   25   42   28   20   16   88   38   53   36   24   50   57   19   36   44   42   59   56   0
