14

0   5   18   2   11   12   2   23   4   9   22   23   14   19
5   0   19   20   18   11   21   12   16   8   1   16   19   22
18   19   0   9   7   7   12   6   25   6   3   10   14   15
2   20   9   0   16   9   25   9   10   24   1   21   6   0
11   18   7   16   0   20   12   2   16   17   10   8   8   9
12   11   7   9   20   0   2   14   0   1   23   16   3   12
2   21   12   25   12   2   0   18   3   3   7   23   19   25
23   12   6   9   2   14   18   0   3   2   4   17   0   19
4   16   25   10   16   0   3   3   0   3   24   19   22   23
9   8   6   24   17   1   3   2   3   0   8   11   19   9
22   1   3   1   10   23   7   4   24   8   0   0   25   8
23   16   10   21   8   16   23   17   19   11   0   0   17   17
14   19   14   6   8   3   19   0   22   19   25   17   0   12
19   22   15   0   9   12   25   19   23   9   8   17   12   0

0   60   34   31   17   25   43   23   4   32   37   18   15   1
60   0   26   29   45   63   17   37   56   28   23   78   69   59
34   26   0   35   19   49   25   41   30   8   5   52   43   33
31   29   35   0   28   34   12   8   27   43   30   49   40   30
17   45   19   28   0   42   28   34   19   17   22   33   24   18
25   63   49   34   42   0   46   26   23   57   44   19   40   24
43   17   25   12   28   46   0   20   39   33   20   61   52   42
23   37   41   8   34   26   20   0   19   49   36   41   32   22
4   56   30   27   19   23   39   19   0   34   33   22   17   3
32   28   8   43   17   57   33   49   34   0   13   50   41   33
37   23   5   30   22   44   20   36   33   13   0   55   46   36
18   78   52   49   33   19   61   41   22   50   55   0   21   19
15   69   43   40   24   40   52   32   17   41   46   21   0   16
1   59   33   30   18   24   42   22   3   33   36   19   16   0
