19

0   0   8   9   21   7   18   9   14   20   13   4   0   6   7   4   22   15   14
0   0   24   0   6   25   9   4   5   7   25   14   18   4   24   12   16   19   3
8   24   0   11   12   2   18   5   1   8   18   2   16   18   13   22   23   23   13
9   0   11   0   23   15   25   15   9   6   24   14   0   4   25   10   18   1   0
21   6   12   23   0   20   4   5   25   10   4   12   18   19   23   24   22   2   15
7   25   2   15   20   0   4   20   4   25   24   21   6   13   16   13   0   16   18
18   9   18   25   4   4   0   21   24   4   13   21   1   25   14   11   0   25   15
9   4   5   15   5   20   21   0   23   7   15   18   2   15   7   12   15   24   21
14   5   1   9   25   4   24   23   0   1   20   15   22   0   13   21   19   24   15
20   7   8   6   10   25   4   7   1   0   6   7   23   6   17   18   24   22   5
13   25   18   24   4   24   13   15   20   6   0   14   13   24   15   5   7   17   17
4   14   2   14   12   21   21   18   15   7   14   0   22   19   20   17   11   8   25
0   18   16   0   18   6   1   2   22   23   13   22   0   21   16   20   17   12   14
6   4   18   4   19   13   25   15   0   6   24   19   21   0   3   0   10   2   4
7   24   13   25   23   16   14   7   13   17   15   20   16   3   0   8   10   18   21
4   12   22   10   24   13   11   12   21   18   5   17   20   0   8   0   25   22   24
22   16   23   18   22   0   0   15   19   24   7   11   17   10   10   25   0   13   5
15   19   23   1   2   16   25   24   24   22   17   8   12   2   18   22   13   0   17
14   3   13   0   15   18   15   21   15   5   17   25   14   4   21   24   5   17   0

0   23   60   23   28   44   41   42   10   49   15   42   39   14   49   22   57   41   33
23   0   37   34   15   55   36   53   17   26   22   19   18   9   60   1   34   52   10
60   37   0   45   32   38   19   36   54   11   45   24   21   46   43   38   3   35   27
23   34   45   0   49   21   26   25   33   34   12   41   24   27   26   33   42   18   28
28   15   32   49   0   70   51   68   22   35   37   14   33   22   75   16   29   67   21
44   55   38   21   70   0   19   10   54   35   33   62   37   48   5   54   41   3   49
41   36   19   26   51   19   0   17   35   16   26   43   18   29   24   35   22   16   30
42   53   36   25   68   10   17   0   52   33   31   60   35   46   13   52   39   13   47
10   17   54   33   22   54   35   52   0   43   21   36   33   8   59   16   51   51   27
49   26   11   34   35   35   16   33   43   0   34   27   10   35   40   27   8   32   16
15   22   45   12   37   33   26   31   21   34   0   29   24   15   38   21   42   30   18
42   19   24   41   14   62   43   60   36   27   29   0   25   28   67   20   21   59   13
39   18   21   24   33   37   18   35   33   10   24   25   0   25   42   17   18   34   12
14   9   46   27   22   48   29   46   8   35   15   28   25   0   53   8   43   45   19
49   60   43   26   75   5   24   13   59   40   38   67   42   53   0   59   46   8   54
22   1   38   33   16   54   35   52   16   27   21   20   17   8   59   0   35   51   11
57   34   3   42   29   41   22   39   51   8   42   21   18   43   46   35   0   38   24
41   52   35   18   67   3   16   13   51   32   30   59   34   45   8   51   38   0   46
33   10   27   28   21   49   30   47   27   16   18   13   12   19   54   11   24   46   0
