10

0   22   22   16   20   19   2   2   3   9
22   0   25   21   24   20   1   7   17   1
22   25   0   16   10   3   16   20   16   3
16   21   16   0   4   8   6   17   19   2
20   24   10   4   0   19   10   24   17   3
19   20   3   8   19   0   21   7   7   25
2   1   16   6   10   21   0   15   21   5
2   7   20   17   24   7   15   0   4   13
3   17   16   19   17   7   21   4   0   14
9   1   3   2   3   25   5   13   14   0

0   47   15   13   32   39   14   27   75   44
47   0   50   60   31   62   33   20   28   67
15   50   0   16   19   54   17   30   78   59
13   60   16   0   33   44   27   40   88   43
32   31   19   33   0   71   34   15   59   76
39   62   54   44   71   0   37   56   44   5
14   33   17   27   34   37   0   19   61   42
27   20   30   40   15   56   19   0   48   61
75   28   78   88   59   44   61   48   0   49
44   67   59   43   76   5   42   61   49   0
