13

0   4   7   6   11   20   1   19   22   24   24   19   22
4   0   22   8   4   7   22   9   7   9   7   3   10
7   22   0   0   15   13   7   8   9   2   19   16   7
6   8   0   0   2   14   18   2   24   25   1   15   6
11   4   15   2   0   9   8   24   0   6   16   6   5
20   7   13   14   9   0   25   2   5   0   18   19   17
1   22   7   18   8   25   0   2   22   15   15   7   23
19   9   8   2   24   2   2   0   22   4   7   23   25
22   7   9   24   0   5   22   22   0   24   6   4   6
24   9   2   25   6   0   15   4   24   0   9   13   21
24   7   19   1   16   18   15   7   6   9   0   8   11
19   3   16   15   6   19   7   23   4   13   8   0   0
22   10   7   6   5   17   23   25   6   21   11   0   0

0   11   32   5   16   49   19   6   15   22   8   47   33
11   0   43   12   21   60   30   17   22   33   11   58   44
32   43   0   31   32   17   31   26   31   10   32   15   21
5   12   31   0   21   48   20   9   20   21   3   46   32
16   21   32   21   0   41   9   12   1   36   24   39   23
49   60   17   48   41   0   40   43   40   27   49   2   30
19   30   31   20   9   40   0   13   8   35   23   38   14
6   17   26   9   12   43   13   0   11   24   12   41   27
15   22   31   20   1   40   8   11   0   35   23   38   22
22   33   10   21   36   27   35   24   35   0   22   25   25
8   11   32   3   24   49   23   12   23   22   0   47   33
47   58   15   46   39   2   38   41   38   25   47   0   28
33   44   21   32   23   30   14   27   22   25   33   28   0
