16

0   6   0   1   6   13   5   16   11   10   25   8   23   22   21   13
6   0   19   12   1   2   20   18   8   23   4   0   17   4   11   2
0   19   0   16   16   24   11   15   17   20   25   14   2   25   2   7
1   12   16   0   4   11   10   19   12   20   15   16   12   22   13   21
6   1   16   4   0   1   15   4   4   24   3   4   13   15   4   2
13   2   24   11   1   0   13   1   4   20   0   4   21   25   2   22
5   20   11   10   15   13   0   6   1   9   4   5   14   15   0   2
16   18   15   19   4   1   6   0   14   0   9   16   7   7   7   10
11   8   17   12   4   4   1   14   0   25   21   24   15   6   9   4
10   23   20   20   24   20   9   0   25   0   8   16   24   15   0   11
25   4   25   15   3   0   4   9   21   8   0   21   1   3   22   5
8   0   14   16   4   4   5   16   24   16   21   0   19   0   16   25
23   17   2   12   13   21   14   7   15   24   1   19   0   22   14   15
22   4   25   22   15   25   15   7   6   15   3   0   22   0   18   17
21   11   2   13   4   2   0   7   9   0   22   16   14   18   0   7
13   2   7   21   2   22   2   10   4   11   5   25   15   17   7   0

0   11   37   41   59   19   26   19   48   15   52   40   29   17   4   51
11   0   44   42   48   12   33   10   55   4   59   47   36   6   9   40
37   44   0   52   70   56   15   54   47   40   15   7   24   44   35   62
41   42   52   0   18   54   37   52   13   38   45   59   28   42   37   10
59   48   70   18   0   52   55   40   25   44   63   77   46   42   55   8
19   12   56   54   52   0   45   12   67   16   71   59   48   12   21   44
26   33   15   37   55   45   0   43   32   29   26   22   9   33   24   47
19   10   54   52   40   12   43   0   65   14   69   57   46   10   19   42
48   55   47   13   25   67   32   65   0   51   40   54   23   55   46   23
15   4   40   38   44   16   29   14   51   0   55   43   32   4   11   36
52   59   15   45   63   71   26   69   40   55   0   14   23   59   50   55
40   47   7   59   77   59   22   57   54   43   14   0   31   47   38   69
29   36   24   28   46   48   9   46   23   32   23   31   0   36   27   38
17   6   44   42   42   12   33   10   55   4   59   47   36   0   13   34
4   9   35   37   55   21   24   19   46   11   50   38   27   13   0   47
51   40   62   10   8   44   47   42   23   36   55   69   38   34   47   0
