11

0   20   5   6   21   22   1   4   7   2   21
20   0   21   25   16   11   20   10   3   15   13
5   21   0   11   1   14   19   9   16   14   6
6   25   11   0   2   3   8   4   24   10   12
21   16   1   2   0   0   0   4   14   17   0
22   11   14   3   0   0   17   6   24   9   13
1   20   19   8   0   17   0   6   7   17   8
4   10   9   4   4   6   6   0   20   17   19
7   3   16   24   14   24   7   20   0   0   24
2   15   14   10   17   9   17   17   0   0   14
21   13   6   12   0   13   8   19   24   14   0

0   14   47   49   72   26   35   61   62   13   61
14   0   39   35   64   18   27   53   54   27   53
47   39   0   32   25   21   22   14   33   34   30
49   35   32   0   39   45   54   32   65   62   62
72   64   25   39   0   46   37   11   26   59   23
26   18   21   45   46   0   9   35   36   17   35
35   27   22   54   37   9   0   26   27   22   26
61   53   14   32   11   35   26   0   33   48   30
62   54   33   65   26   36   27   33   0   49   3
13   27   34   62   59   17   22   48   49   0   48
61   53   30   62   23   35   26   30   3   48   0
