17

0   4   9   23   16   23   22   25   24   18   22   19   17   20   9   3   3
4   0   10   4   0   17   20   14   10   17   4   12   2   8   2   25   23
9   10   0   6   1   2   1   1   11   2   20   10   5   17   25   12   23
23   4   6   0   5   20   16   4   13   14   21   21   7   14   15   17   25
16   0   1   5   0   3   0   20   14   21   13   22   12   0   20   22   6
23   17   2   20   3   0   19   2   12   25   2   13   19   16   21   13   14
22   20   1   16   0   19   0   6   5   19   12   3   9   12   22   0   12
25   14   1   4   20   2   6   0   8   3   10   21   23   10   2   12   24
24   10   11   13   14   12   5   8   0   15   14   20   2   18   10   12   17
18   17   2   14   21   25   19   3   15   0   14   19   1   3   24   8   23
22   4   20   21   13   2   12   10   14   14   0   1   11   20   18   18   24
19   12   10   21   22   13   3   21   20   19   1   0   12   2   21   12   11
17   2   5   7   12   19   9   23   2   1   11   12   0   3   13   20   10
20   8   17   14   0   16   12   10   18   3   20   2   3   0   0   24   1
9   2   25   15   20   21   22   2   10   24   18   21   13   0   0   21   23
3   25   12   17   22   13   0   12   12   8   18   12   20   24   21   0   4
3   23   23   25   6   14   12   24   17   23   24   11   10   1   23   4   0

0   13   86   77   61   48   48   36   49   48   45   39   60   82   28   10   23
13   0   73   64   48   37   35   39   36   35   32   32   47   69   15   13   20
86   73   0   17   25   38   38   56   37   38   41   47   26   4   58   84   63
77   64   17   0   16   55   29   47   44   29   32   38   27   13   49   75   54
61   48   25   16   0   55   13   31   44   13   18   22   27   21   33   59   38
48   37   38   55   55   0   64   76   11   64   37   69   28   42   52   50   25
48   35   38   29   13   64   0   18   53   0   27   9   36   34   20   46   47
36   39   56   47   31   76   18   0   65   18   39   9   48   52   24   28   59
49   36   37   44   44   11   53   65   0   53   26   58   17   33   41   47   26
48   35   38   29   13   64   0   18   53   0   27   9   36   34   20   46   47
45   32   41   32   18   37   27   39   26   27   0   32   15   37   17   43   22
39   32   47   38   22   69   9   9   58   9   32   0   41   43   17   37   52
60   47   26   27   27   28   36   48   17   36   15   41   0   22   32   58   37
82   69   4   13   21   42   34   52   33   34   37   43   22   0   54   80   59
28   15   58   49   33   52   20   24   41   20   17   17   32   54   0   26   35
10   13   84   75   59   50   46   28   47   46   43   37   58   80   26   0   33
23   20   63   54   38   25   47   59   26   47   22   52   37   59   35   33   0
