14

0   9   12   25   17   2   6   16   9   2   4   0   12   15
9   0   4   1   16   14   9   15   5   24   17   8   11   25
12   4   0   13   24   18   7   16   12   19   1   9   23   1
25   1   13   0   23   6   16   14   7   16   9   1   24   15
17   16   24   23   0   17   6   12   9   18   15   23   25   0
2   14   18   6   17   0   12   18   14   24   14   4   10   6
6   9   7   16   6   12   0   17   24   3   6   19   25   7
16   15   16   14   12   18   17   0   0   25   24   17   18   20
9   5   12   7   9   14   24   0   0   13   15   18   11   10
2   24   19   16   18   24   3   25   13   0   24   10   22   5
4   17   1   9   15   14   6   24   15   24   0   24   6   19
0   8   9   1   23   4   19   17   18   10   24   0   15   7
12   11   23   24   25   10   25   18   11   22   6   15   0   0
15   25   1   15   0   6   7   20   10   5   19   7   0   0

0   35   29   21   46   68   35   35   11   11   12   35   41   13
35   0   28   32   11   33   60   18   24   34   29   16   66   48
29   28   0   26   17   39   32   38   18   18   23   12   38   42
21   32   26   0   43   65   56   14   18   30   9   32   62   24
46   11   17   43   0   22   49   29   35   35   40   11   55   59
68   33   39   65   22   0   53   51   57   57   62   33   47   81
35   60   32   56   49   53   0   70   38   26   47   44   6   32
35   18   38   14   29   51   70   0   32   44   23   26   76   38
11   24   18   18   35   57   38   32   0   12   9   24   44   24
11   34   18   30   35   57   26   44   12   0   21   24   32   24
12   29   23   9   40   62   47   23   9   21   0   29   53   19
35   16   12   32   11   33   44   26   24   24   29   0   50   48
41   66   38   62   55   47   6   76   44   32   53   50   0   38
13   48   42   24   59   81   32   38   24   24   19   48   38   0
