17

0   16   10   3   20   3   9   25   1   21   9   19   10   25   18   2   14
16   0   15   24   22   23   8   5   19   2   2   4   1   23   14   18   19
10   15   0   3   21   19   13   13   18   2   0   14   22   11   24   18   21
3   24   3   0   3   23   16   12   8   0   19   20   18   4   19   5   19
20   22   21   3   0   8   19   14   14   4   15   24   15   18   6   10   5
3   23   19   23   8   0   23   23   3   2   24   7   23   15   8   10   6
9   8   13   16   19   23   0   5   16   11   21   18   15   13   20   2   8
25   5   13   12   14   23   5   0   23   22   16   21   1   25   9   17   2
1   19   18   8   14   3   16   23   0   3   13   9   11   13   20   20   16
21   2   2   0   4   2   11   22   3   0   5   11   23   22   7   6   3
9   2   0   19   15   24   21   16   13   5   0   7   25   11   7   9   21
19   4   14   20   24   7   18   21   9   11   7   0   16   13   21   4   5
10   1   22   18   15   23   15   1   11   23   25   16   0   22   3   9   3
25   23   11   4   18   15   13   25   13   22   11   13   22   0   6   7   1
18   14   24   19   6   8   20   9   20   7   7   21   3   6   0   10   20
2   18   18   5   10   10   2   17   20   6   9   4   9   7   10   0   10
14   19   21   19   5   6   8   2   16   3   21   5   3   1   20   10   0

0   30   9   34   13   17   42   28   9   24   7   38   42   7   13   22   51
30   0   25   64   43   13   46   46   33   54   23   52   72   35   35   36   81
9   25   0   39   18   12   33   21   8   29   4   29   47   16   10   31   56
34   64   39   0   21   51   26   18   31   24   41   22   18   29   29   38   17
13   43   18   21   0   30   37   23   10   13   20   33   29   12   8   27   38
17   13   12   51   30   0   43   33   20   41   10   39   59   22   22   23   68
42   46   33   26   37   43   0   14   33   50   37   6   44   49   29   64   35
28   46   21   18   23   33   14   0   19   36   23   10   30   35   15   50   35
9   33   8   31   10   20   33   19   0   21   10   29   39   16   4   31   48
24   54   29   24   13   41   50   36   21   0   31   46   18   19   21   18   27
7   23   4   41   20   10   37   23   10   31   0   33   49   12   12   27   58
38   52   29   22   33   39   6   10   29   46   33   0   40   45   25   60   31
42   72   47   18   29   59   44   30   39   18   49   40   0   37   37   36   9
7   35   16   29   12   22   49   35   16   19   12   45   37   0   20   15   46
13   35   10   29   8   22   29   15   4   21   12   25   37   20   0   35   46
22   36   31   38   27   23   64   50   31   18   27   60   36   15   35   0   45
51   81   56   17   38   68   35   35   48   27   58   31   9   46   46   45   0
