18

0   12   15   8   6   17   9   12   25   16   20   2   24   14   16   12   12   0
12   0   11   18   15   13   0   13   2   3   5   19   2   20   21   18   15   9
15   11   0   17   9   25   6   1   24   23   22   11   15   17   25   9   23   25
8   18   17   0   18   10   9   15   7   25   22   1   3   17   15   8   21   10
6   15   9   18   0   4   1   12   21   24   7   23   15   2   19   13   7   19
17   13   25   10   4   0   19   6   20   3   2   17   21   16   16   11   20   3
9   0   6   9   1   19   0   15   0   11   7   22   20   14   18   6   13   1
12   13   1   15   12   6   15   0   5   3   17   11   6   25   4   19   16   11
25   2   24   7   21   20   0   5   0   7   8   6   6   21   3   22   12   10
16   3   23   25   24   3   11   3   7   0   20   17   25   15   25   9   7   16
20   5   22   22   7   2   7   17   8   20   0   9   13   9   10   4   25   11
2   19   11   1   23   17   22   11   6   17   9   0   6   2   11   2   24   21
24   2   15   3   15   21   20   6   6   25   13   6   0   18   22   3   4   12
14   20   17   17   2   16   14   25   21   15   9   2   18   0   16   7   10   19
16   21   25   15   19   16   18   4   3   25   10   11   22   16   0   19   21   18
12   18   9   8   13   11   6   19   22   9   4   2   3   7   19   0   15   11
12   15   23   21   7   20   13   16   12   7   25   24   4   10   21   15   0   11
0   9   25   10   19   3   1   11   10   16   11   21   12   19   18   11   11   0

0   63   20   27   34   30   46   25   33   36   39   27   26   41   34   42   27   23
63   0   43   36   41   41   17   38   38   27   50   36   43   52   29   49   72   40
20   43   0   17   14   14   26   5   49   16   55   21   42   25   48   58   43   35
27   36   17   0   31   31   19   12   32   15   38   4   25   42   31   41   36   18
34   41   14   31   0   6   40   19   63   16   69   35   56   15   62   72   57   49
30   41   14   31   6   0   40   19   63   16   69   35   56   11   62   72   57   49
46   17   26   19   40   40   0   21   23   24   33   19   26   51   22   32   55   23
25   38   5   12   19   19   21   0   44   11   50   16   37   30   43   53   38   30
33   38   49   32   63   63   23   44   0   47   12   28   7   74   9   11   34   14
36   27   16   15   16   16   24   11   47   0   53   19   40   27   46   56   45   33
39   50   55   38   69   69   33   50   12   53   0   34   13   80   21   3   22   20
27   36   21   4   35   35   19   16   28   19   34   0   21   46   27   37   36   14
26   43   42   25   56   56   26   37   7   40   13   21   0   67   14   16   29   7
41   52   25   42   15   11   51   30   74   27   80   46   67   0   73   83   68   60
34   29   48   31   62   62   22   43   9   46   21   27   14   73   0   20   43   13
42   49   58   41   72   72   32   53   11   56   3   37   16   83   20   0   23   23
27   72   43   36   57   57   55   38   34   45   22   36   29   68   43   23   0   32
23   40   35   18   49   49   23   30   14   33   20   14   7   60   13   23   32   0
