13

0   22   9   21   17   18   20   4   19   22   9   20   4
22   0   18   25   6   18   5   9   24   23   15   11   10
9   18   0   21   7   14   8   6   10   7   25   17   13
21   25   21   0   5   19   4   0   17   22   22   13   4
17   6   7   5   0   14   1   1   4   5   19   9   15
18   18   14   19   14   0   24   22   18   17   13   6   12
20   5   8   4   1   24   0   1   9   25   12   25   1
4   9   6   0   1   22   1   0   3   11   23   3   23
19   24   10   17   4   18   9   3   0   9   23   20   4
22   23   7   22   5   17   25   11   9   0   24   7   10
9   15   25   22   19   13   12   23   23   24   0   9   9
20   11   17   13   9   6   25   3   20   7   9   0   9
4   10   13   4   15   12   1   23   4   10   9   9   0

0   51   48   37   6   76   35   46   21   55   81   58   67
51   0   3   16   55   25   44   41   34   26   30   43   16
48   3   0   13   52   28   47   44   31   29   33   46   19
37   16   13   0   39   41   56   53   18   38   46   55   32
6   55   52   39   0   80   39   50   21   59   85   62   71
76   25   28   41   80   0   41   30   59   21   5   26   25
35   44   47   56   39   41   0   11   40   20   46   23   52
46   41   44   53   50   30   11   0   37   15   35   12   49
21   34   31   18   21   59   40   37   0   38   64   41   50
55   26   29   38   59   21   20   15   38   0   26   17   34
81   30   33   46   85   5   46   35   64   26   0   29   22
58   43   46   55   62   26   23   12   41   17   29   0   51
67   16   19   32   71   25   52   49   50   34   22   51   0
