20

0   4   3   21   17   3   4   21   14   23   13   19   13   0   9   10   8   3   2   8
4   0   5   20   15   24   20   5   5   10   6   18   22   3   8   20   20   22   25   12
3   5   0   12   16   20   11   8   11   9   10   8   12   6   0   3   21   20   17   13
21   20   12   0   2   17   19   24   9   11   23   22   6   7   20   16   4   21   0   7
17   15   16   2   0   6   24   3   2   9   8   6   18   10   3   25   24   20   20   10
3   24   20   17   6   0   17   21   12   11   21   5   4   6   19   2   19   12   8   18
4   20   11   19   24   17   0   22   17   19   19   16   21   20   6   25   12   11   12   17
21   5   8   24   3   21   22   0   14   23   17   2   5   15   5   24   15   25   13   4
14   5   11   9   2   12   17   14   0   15   20   10   5   9   11   19   13   21   24   8
23   10   9   11   9   11   19   23   15   0   0   13   12   8   14   8   15   20   25   2
13   6   10   23   8   21   19   17   20   0   0   24   5   17   16   23   6   5   16   25
19   18   8   22   6   5   16   2   10   13   24   0   19   0   16   0   21   22   24   21
13   22   12   6   18   4   21   5   5   12   5   19   0   10   6   11   17   23   22   21
0   3   6   7   10   6   20   15   9   8   17   0   10   0   3   14   20   15   17   18
9   8   0   20   3   19   6   5   11   14   16   16   6   3   0   7   10   15   9   2
10   20   3   16   25   2   25   24   19   8   23   0   11   14   7   0   20   2   8   0
8   20   21   4   24   19   12   15   13   15   6   21   17   20   10   20   0   0   6   0
3   22   20   21   20   12   11   25   21   20   5   22   23   15   15   2   0   0   3   17
2   25   17   0   20   8   12   13   24   25   16   24   22   17   9   8   6   3   0   10
8   12   13   7   10   18   17   4   8   2   25   21   21   18   2   0   0   17   10   0

0   11   33   23   18   15   18   22   15   5   25   20   35   24   30   47   12   25   23   12
11   0   44   12   23   8   21   29   4   6   22   31   38   27   33   50   7   28   34   15
33   44   0   56   29   48   47   15   48   38   56   13   24   35   55   36   45   20   10   37
23   12   56   0   35   8   15   41   10   18   28   43   32   21   27   44   11   36   46   19
18   23   29   35   0   27   36   40   27   17   35   38   53   42   48   65   24   43   27   30
15   8   48   8   27   0   13   33   12   10   30   35   30   19   25   42   3   28   38   11
18   21   47   15   36   13   0   32   25   21   43   34   23   12   12   29   14   27   37   10
22   29   15   41   40   33   32   0   33   25   47   2   13   20   40   25   30   5   13   22
15   4   48   10   27   12   25   33   0   10   18   35   42   31   37   54   11   32   38   19
5   6   38   18   17   10   21   25   10   0   22   25   38   27   33   50   7   28   28   15
25   22   56   28   35   30   43   47   18   22   0   45   60   49   55   72   29   50   46   37
20   31   13   43   38   35   34   2   35   25   45   0   15   22   42   27   32   7   11   24
35   38   24   32   53   30   23   13   42   38   60   15   0   11   31   12   31   10   26   23
24   27   35   21   42   19   12   20   31   27   49   22   11   0   20   23   20   15   25   12
30   33   55   27   48   25   12   40   37   33   55   42   31   20   0   21   26   35   45   18
47   50   36   44   65   42   29   25   54   50   72   27   12   23   21   0   43   22   38   35
12   7   45   11   24   3   14   30   11   7   29   32   31   20   26   43   0   25   35   8
25   28   20   36   43   28   27   5   32   28   50   7   10   15   35   22   25   0   16   17
23   34   10   46   27   38   37   13   38   28   46   11   26   25   45   38   35   16   0   27
12   15   37   19   30   11   10   22   19   15   37   24   23   12   18   35   8   17   27   0
