16

0   5   7   15   3   12   5   23   10   15   16   23   17   11   18   12
5   0   17   16   23   22   22   12   9   10   4   6   18   18   1   24
7   17   0   14   19   13   5   22   3   14   6   18   11   19   24   3
15   16   14   0   23   22   1   0   18   1   10   25   7   24   15   14
3   23   19   23   0   21   14   25   21   17   23   15   7   24   20   25
12   22   13   22   21   0   23   24   7   12   20   22   16   2   19   8
5   22   5   1   14   23   0   25   24   8   16   7   16   3   14   5
23   12   22   0   25   24   25   0   9   5   15   4   7   24   10   9
10   9   3   18   21   7   24   9   0   22   21   9   7   20   16   24
15   10   14   1   17   12   8   5   22   0   17   23   8   19   4   6
16   4   6   10   23   20   16   15   21   17   0   23   9   10   1   1
23   6   18   25   15   22   7   4   9   23   23   0   4   21   3   17
17   18   11   7   7   16   16   7   7   8   9   4   0   3   14   17
11   18   19   24   24   2   3   24   20   19   10   21   3   0   25   0
18   1   24   15   20   19   14   10   16   4   1   3   14   25   0   20
12   24   3   14   25   8   5   9   24   6   1   17   17   0   20   0

0   40   18   1   49   61   45   17   19   6   21   15   8   24   20   11
40   0   58   41   9   39   9   23   55   34   47   29   34   54   48   39
18   58   0   17   67   49   63   35   7   24   33   29   26   12   10   19
1   41   17   0   50   62   46   18   20   7   20   16   9   25   21   12
49   9   67   50   0   48   8   32   64   43   46   38   41   63   57   48
61   39   49   62   48   0   44   48   42   67   82   46   69   37   41   50
45   9   63   46   8   44   0   28   60   39   38   34   37   59   53   44
17   23   35   18   32   48   28   0   32   19   34   6   21   31   25   16
19   55   7   20   64   42   60   32   0   25   40   26   27   5   7   16
6   34   24   7   43   67   39   19   25   0   15   21   2   30   26   17
21   47   33   20   46   82   38   34   40   15   0   36   13   45   41   32
15   29   29   16   38   46   34   6   26   21   36   0   23   25   19   10
8   34   26   9   41   69   37   21   27   2   13   23   0   32   28   19
24   54   12   25   63   37   59   31   5   30   45   25   32   0   6   15
20   48   10   21   57   41   53   25   7   26   41   19   28   6   0   9
11   39   19   12   48   50   44   16   16   17   32   10   19   15   9   0
