16

0   6   21   0   3   0   23   2   22   7   16   23   12   4   18   4
6   0   21   3   23   0   15   6   2   23   6   14   12   8   4   1
21   21   0   24   17   0   22   3   16   9   12   21   5   18   11   10
0   3   24   0   21   18   18   0   5   12   24   25   1   13   22   6
3   23   17   21   0   8   20   2   15   6   13   18   18   6   25   14
0   0   0   18   8   0   24   24   8   13   23   7   17   4   20   15
23   15   22   18   20   24   0   14   9   15   2   8   23   1   0   22
2   6   3   0   2   24   14   0   13   20   7   23   8   22   2   8
22   2   16   5   15   8   9   13   0   18   17   19   6   11   0   18
7   23   9   12   6   13   15   20   18   0   16   9   24   18   3   6
16   6   12   24   13   23   2   7   17   16   0   15   15   22   7   8
23   14   21   25   18   7   8   23   19   9   15   0   16   13   11   25
12   12   5   1   18   17   23   8   6   24   15   16   0   8   7   12
4   8   18   13   6   4   1   22   11   18   22   13   8   0   9   0
18   4   11   22   25   20   0   2   0   3   7   11   7   9   0   21
4   1   10   6   14   15   22   8   18   6   8   25   12   0   21   0

0   35   46   38   15   56   57   43   20   51   36   16   10   64   23   52
35   0   11   55   46   21   22   8   53   32   15   47   41   33   40   17
46   11   0   66   41   10   11   3   64   43   26   42   44   38   35   6
38   55   66   0   53   76   77   63   18   23   40   54   48   32   47   72
15   46   41   53   0   51   52   40   35   66   51   1   5   79   18   47
56   21   10   76   51   0   11   13   74   53   36   50   54   44   35   4
57   22   11   77   52   11   0   14   75   54   37   51   55   49   34   7
43   8   3   63   40   13   14   0   61   40   23   41   41   39   34   9
20   53   64   18   35   74   75   61   0   31   38   36   30   44   41   70
51   32   43   23   66   53   54   40   31   0   17   67   61   13   60   49
36   15   26   40   51   36   37   23   38   17   0   52   46   28   45   32
16   47   42   54   1   50   51   41   36   67   52   0   6   80   17   46
10   41   44   48   5   54   55   41   30   61   46   6   0   74   21   50
64   33   38   32   79   44   49   39   44   13   28   80   74   0   73   42
23   40   35   47   18   35   34   34   41   60   45   17   21   73   0   31
52   17   6   72   47   4   7   9   70   49   32   46   50   42   31   0
