15

0   15   1   0   21   9   23   8   19   1   1   13   2   25   13
15   0   11   15   5   18   1   19   12   19   7   19   20   4   1
1   11   0   5   6   8   17   1   16   3   5   14   15   0   3
0   15   5   0   14   23   4   7   5   2   11   24   21   11   10
21   5   6   14   0   13   15   22   14   9   20   1   9   8   18
9   18   8   23   13   0   3   14   20   22   11   19   1   7   8
23   1   17   4   15   3   0   21   10   4   24   12   24   20   15
8   19   1   7   22   14   21   0   13   8   25   19   19   20   2
19   12   16   5   14   20   10   13   0   11   14   18   24   20   2
1   19   3   2   9   22   4   8   11   0   23   6   11   13   10
1   7   5   11   20   11   24   25   14   23   0   11   12   6   0
13   19   14   24   1   19   12   19   18   6   11   0   22   19   24
2   20   15   21   9   1   24   19   24   11   12   22   0   18   19
25   4   0   11   8   7   20   20   20   13   6   19   18   0   11
13   1   3   10   18   8   15   2   2   10   0   24   19   11   0

0   26   28   33   37   14   8   34   55   53   3   23   25   50   38
26   0   38   15   11   36   20   38   35   27   29   49   45   24   18
28   38   0   45   49   14   20   46   31   65   25   19   53   62   44
33   15   45   0   10   43   27   23   50   20   36   56   30   17   33
37   11   49   10   0   47   31   33   40   16   40   60   40   17   23
14   36   14   43   47   0   16   44   41   63   11   13   39   60   42
8   20   20   27   31   16   0   28   47   47   9   29   33   44   30
34   38   46   23   33   44   28   0   73   19   37   57   17   16   56
55   35   31   50   40   41   47   73   0   56   52   46   80   57   17
53   27   65   20   16   63   47   19   56   0   56   76   36   3   39
3   29   25   36   40   11   9   37   52   56   0   20   28   53   35
23   49   19   56   60   13   29   57   46   76   20   0   40   73   55
25   45   53   30   40   39   33   17   80   36   28   40   0   33   63
50   24   62   17   17   60   44   16   57   3   53   73   33   0   40
38   18   44   33   23   42   30   56   17   39   35   55   63   40   0
