20

0   9   19   6   11   5   1   17   3   25   18   18   25   2   16   2   10   6   25   17
9   0   9   9   23   8   11   15   6   21   12   5   4   16   4   6   2   0   3   9
19   9   0   8   16   6   23   11   13   20   21   0   22   12   19   23   0   25   21   21
6   9   8   0   25   5   7   20   21   17   2   7   10   5   13   20   1   4   16   18
11   23   16   25   0   13   21   5   6   25   3   2   12   17   23   16   19   12   5   5
5   8   6   5   13   0   18   15   9   11   19   8   9   2   22   13   2   11   16   25
1   11   23   7   21   18   0   24   16   8   14   3   4   22   10   17   5   22   5   3
17   15   11   20   5   15   24   0   11   19   5   14   11   15   4   13   21   20   23   4
3   6   13   21   6   9   16   11   0   18   6   17   13   0   24   5   21   0   6   12
25   21   20   17   25   11   8   19   18   0   5   18   3   20   5   0   13   1   9   18
18   12   21   2   3   19   14   5   6   5   0   19   18   18   25   15   25   4   3   17
18   5   0   7   2   8   3   14   17   18   19   0   22   13   7   7   14   14   14   17
25   4   22   10   12   9   4   11   13   3   18   22   0   7   18   14   21   8   13   23
2   16   12   5   17   2   22   15   0   20   18   13   7   0   20   3   1   18   16   4
16   4   19   13   23   22   10   4   24   5   25   7   18   20   0   10   15   20   4   1
2   6   23   20   16   13   17   13   5   0   15   7   14   3   10   0   6   19   2   0
10   2   0   1   19   2   5   21   21   13   25   14   21   1   15   6   0   13   21   15
6   0   25   4   12   11   22   20   0   1   4   14   8   18   20   19   13   0   7   14
25   3   21   16   5   16   5   23   6   9   3   14   13   16   4   2   21   7   0   2
17   9   21   18   5   25   3   4   12   18   17   17   23   4   1   0   15   14   2   0

0   53   66   30   65   61   47   67   58   61   58   18   53   55   13   24   34   84   20   10
53   0   49   23   42   66   38   14   35   26   27   35   58   28   40   47   37   31   33   43
66   49   0   36   7   17   19   51   14   23   22   48   13   21   53   42   32   26   46   56
30   23   36   0   35   51   23   37   28   31   28   12   43   25   17   32   22   54   10   20
65   42   7   35   0   24   18   44   7   16   15   47   16   14   52   41   31   19   45   55
61   66   17   51   24   0   28   68   31   40   39   47   8   38   48   37   29   43   57   51
47   38   19   23   18   28   0   40   11   14   11   29   20   10   34   23   13   37   29   37
67   14   51   37   44   68   40   0   37   28   29   49   60   30   54   49   39   25   47   57
58   35   14   28   7   31   11   37   0   9   8   40   23   7   45   34   24   26   38   48
61   26   23   31   16   40   14   28   9   0   3   43   32   6   48   37   27   23   41   51
58   27   22   28   15   39   11   29   8   3   0   40   31   3   45   34   24   26   38   48
18   35   48   12   47   47   29   49   40   43   40   0   39   37   5   28   18   66   10   12
53   58   13   43   16   8   20   60   23   32   31   39   0   30   40   29   21   35   49   43
55   28   21   25   14   38   10   30   7   6   3   37   30   0   42   31   21   29   35   45
13   40   53   17   52   48   34   54   45   48   45   5   40   42   0   23   21   71   15   7
24   47   42   32   41   37   23   49   34   37   34   28   29   31   23   0   10   60   38   16
34   37   32   22   31   29   13   39   24   27   24   18   21   21   21   10   0   50   28   24
84   31   26   54   19   43   37   25   26   23   26   66   35   29   71   60   50   0   64   74
20   33   46   10   45   57   29   47   38   41   38   10   49   35   15   38   28   64   0   22
10   43   56   20   55   51   37   57   48   51   48   12   43   45   7   16   24   74   22   0
