18

0   9   20   20   25   2   10   18   0   7   15   13   2   4   21   25   10   1
9   0   2   0   7   7   16   6   19   8   23   0   1   17   8   15   15   0
20   2   0   24   1   1   0   1   13   20   1   13   24   5   14   20   8   19
20   0   24   0   22   5   13   19   5   6   7   4   23   23   11   22   22   3
25   7   1   22   0   8   0   18   4   21   25   12   10   2   22   17   24   10
2   7   1   5   8   0   16   19   3   11   0   1   14   23   12   1   19   9
10   16   0   13   0   16   0   6   7   22   23   2   25   7   14   11   21   9
18   6   1   19   18   19   6   0   0   17   22   10   10   16   13   4   0   23
0   19   13   5   4   3   7   0   0   6   5   24   25   14   10   22   21   15
7   8   20   6   21   11   22   17   6   0   4   21   7   5   8   15   22   15
15   23   1   7   25   0   23   22   5   4   0   23   4   6   1   5   9   19
13   0   13   4   12   1   2   10   24   21   23   0   8   10   18   14   15   21
2   1   24   23   10   14   25   10   25   7   4   8   0   13   23   2   9   21
4   17   5   23   2   23   7   16   14   5   6   10   13   0   19   4   10   0
21   8   14   11   22   12   14   13   10   8   1   18   23   19   0   4   11   7
25   15   20   22   17   1   11   4   22   15   5   14   2   4   4   0   5   24
10   15   8   22   24   19   21   0   21   22   9   15   9   10   11   5   0   11
1   0   19   3   10   9   9   23   15   15   19   21   21   0   7   24   11   0

0   42   39   40   46   36   64   45   35   4   13   22   62   45   13   60   33   49
42   0   25   10   10   6   48   13   17   40   39   38   20   7   55   18   17   7
39   25   0   35   35   31   73   12   42   37   36   19   41   18   52   33   42   32
40   10   35   0   6   4   38   23   7   38   37   48   22   17   53   20   13   9
46   10   35   6   0   10   38   23   11   44   43   48   16   17   59   14   19   3
36   6   31   4   10   0   42   19   11   34   33   44   26   13   49   24   11   13
64   48   73   38   38   42   0   61   31   60   51   86   32   55   53   40   31   41
45   13   12   23   23   19   61   0   30   43   42   25   29   6   58   21   30   20
35   17   42   7   11   11   31   30   0   33   32   55   27   24   48   25   8   14
4   40   37   38   44   34   60   43   33   0   9   26   60   43   15   58   29   47
13   39   36   37   43   33   51   42   32   9   0   35   59   42   16   57   24   46
22   38   19   48   48   44   86   25   55   26   35   0   54   31   33   46   55   45
62   20   41   22   16   26   32   29   27   60   59   54   0   23   75   8   35   13
45   7   18   17   17   13   55   6   24   43   42   31   23   0   58   15   24   14
13   55   52   53   59   49   53   58   48   15   16   33   75   58   0   73   40   62
60   18   33   20   14   24   40   21   25   58   57   46   8   15   73   0   33   11
33   17   42   13   19   11   31   30   8   29   24   55   35   24   40   33   0   22
49   7   32   9   3   13   41   20   14   47   46   45   13   14   62   11   22   0
