15

0   9   3   0   10   13   3   0   15   7   5   6   16   9   4
9   0   13   6   19   4   11   9   22   17   24   1   13   5   21
3   13   0   8   2   2   25   5   2   14   16   20   14   2   16
0   6   8   0   22   5   5   8   2   8   7   8   21   4   17
10   19   2   22   0   16   23   17   9   2   7   16   21   25   1
13   4   2   5   16   0   9   5   2   21   2   5   0   12   24
3   11   25   5   23   9   0   8   21   2   5   14   17   1   8
0   9   5   8   17   5   8   0   9   7   21   21   22   4   15
15   22   2   2   9   2   21   9   0   0   3   1   14   9   23
7   17   14   8   2   21   2   7   0   0   17   21   22   8   25
5   24   16   7   7   2   5   21   3   17   0   18   21   7   24
6   1   20   8   16   5   14   21   1   21   18   0   9   19   13
16   13   14   21   21   0   17   22   14   22   21   9   0   3   16
9   5   2   4   25   12   1   4   9   8   7   19   3   0   8
4   21   16   17   1   24   8   15   23   25   24   13   16   8   0

0   36   48   41   14   26   21   20   32   22   26   37   1   12   46
36   0   62   55   22   30   35   30   8   36   34   15   35   24   36
48   62   0   7   44   32   27   68   54   26   28   77   49   42   26
41   55   7   0   37   25   20   61   47   23   21   70   42   35   19
14   22   44   37   0   12   17   24   18   18   16   33   13   2   32
26   30   32   25   12   0   17   36   22   20   4   45   25   14   20
21   35   27   20   17   17   0   41   27   3   17   50   22   15   37
20   30   68   61   24   36   41   0   26   42   40   31   19   26   42
32   8   54   47   18   22   27   26   0   28   26   23   31   20   28
22   36   26   23   18   20   3   42   28   0   20   51   23   16   40
26   34   28   21   16   4   17   40   26   20   0   49   25   14   20
37   15   77   70   33   45   50   31   23   51   49   0   36   35   51
1   35   49   42   13   25   22   19   31   23   25   36   0   11   45
12   24   42   35   2   14   15   26   20   16   14   35   11   0   34
46   36   26   19   32   20   37   42   28   40   20   51   45   34   0
