20

0   25   5   8   18   10   22   20   24   7   21   11   13   7   15   7   11   22   18   25
25   0   9   21   18   5   18   25   8   25   2   6   20   5   21   24   22   19   18   24
5   9   0   8   23   4   12   23   21   20   11   13   9   6   23   6   9   13   14   17
8   21   8   0   22   0   20   9   5   7   18   14   16   17   12   23   6   12   5   17
18   18   23   22   0   10   19   15   15   12   24   1   7   24   9   6   16   14   11   17
10   5   4   0   10   0   20   11   7   15   13   25   14   10   19   17   14   5   6   13
22   18   12   20   19   20   0   2   17   25   4   6   2   4   24   17   9   0   0   13
20   25   23   9   15   11   2   0   14   19   22   13   19   5   13   14   23   17   25   12
24   8   21   5   15   7   17   14   0   0   23   2   7   8   21   15   21   18   25   13
7   25   20   7   12   15   25   19   0   0   10   10   25   7   15   8   20   18   13   24
21   2   11   18   24   13   4   22   23   10   0   8   22   16   14   24   23   1   24   24
11   6   13   14   1   25   6   13   2   10   8   0   25   3   10   18   10   5   15   0
13   20   9   16   7   14   2   19   7   25   22   25   0   6   14   2   17   17   23   18
7   5   6   17   24   10   4   5   8   7   16   3   6   0   4   8   18   24   24   9
15   21   23   12   9   19   24   13   21   15   14   10   14   4   0   6   14   12   9   15
7   24   6   23   6   17   17   14   15   8   24   18   2   8   6   0   1   4   17   1
11   22   9   6   16   14   9   23   21   20   23   10   17   18   14   1   0   9   21   13
22   19   13   12   14   5   0   17   18   18   1   5   17   24   12   4   9   0   16   6
18   18   14   5   11   6   0   25   25   13   24   15   23   24   9   17   21   16   0   4
25   24   17   17   17   13   13   12   13   24   24   0   18   9   15   1   13   6   4   0

0   34   21   9   41   13   44   21   34   5   48   10   34   31   25   14   47   28   28   52
34   0   13   43   33   41   54   53   26   39   28   24   66   39   57   20   47   52   40   44
21   13   0   30   22   28   41   40   15   26   27   23   53   26   44   29   34   39   27   33
9   43   30   0   40   12   43   20   33   4   57   19   33   30   24   23   46   27   27   51
41   33   22   40   0   28   25   24   19   42   43   45   37   10   28   51   18   23   13   11
13   41   28   12   28   0   31   12   31   14   55   17   25   18   16   23   34   15   15   39
44   54   41   43   25   31   0   23   44   45   68   48   12   15   19   54   7   16   16   16
21   53   40   20   24   12   23   0   43   22   67   29   13   14   4   33   26   7   13   31
34   26   15   33   19   31   44   43   0   35   24   38   56   29   47   44   37   42   30   28
5   39   26   4   42   14   45   22   35   0   53   15   35   32   26   19   48   29   29   53
48   28   27   57   43   55   68   67   24   53   0   40   80   53   71   46   61   66   54   52
10   24   23   19   45   17   48   29   38   15   40   0   42   35   33   6   51   32   32   56
34   66   53   33   37   25   12   13   56   35   80   42   0   27   9   46   19   14   26   28
31   39   26   30   10   18   15   14   29   32   53   35   27   0   18   41   16   13   3   21
25   57   44   24   28   16   19   4   47   26   71   33   9   18   0   37   22   5   17   27
14   20   29   23   51   23   54   33   44   19   46   6   46   41   37   0   57   38   38   62
47   47   34   46   18   34   7   26   37   48   61   51   19   16   22   57   0   19   19   9
28   52   39   27   23   15   16   7   42   29   66   32   14   13   5   38   19   0   12   24
28   40   27   27   13   15   16   13   30   29   54   32   26   3   17   38   19   12   0   24
52   44   33   51   11   39   16   31   28   53   52   56   28   21   27   62   9   24   24   0
