20

0   8   14   16   23   13   1   18   8   11   4   1   14   15   11   15   22   21   3   0
8   0   25   6   11   3   23   21   19   5   2   7   2   4   15   8   4   17   7   0
14   25   0   19   16   11   13   24   13   19   7   3   24   15   23   18   19   25   5   4
16   6   19   0   15   10   11   13   3   23   12   4   0   9   23   25   3   23   23   5
23   11   16   15   0   8   17   5   5   21   15   14   24   3   7   13   3   11   17   18
13   3   11   10   8   0   0   0   22   18   9   23   23   23   22   17   7   4   2   15
1   23   13   11   17   0   0   16   12   20   24   10   9   22   22   15   13   17   23   15
18   21   24   13   5   0   16   0   13   14   11   17   6   7   18   18   18   4   4   18
8   19   13   3   5   22   12   13   0   24   0   19   17   21   0   6   8   23   23   23
11   5   19   23   21   18   20   14   24   0   25   9   16   22   8   1   17   12   11   0
4   2   7   12   15   9   24   11   0   25   0   16   15   22   19   10   17   0   13   15
1   7   3   4   14   23   10   17   19   9   16   0   15   0   2   23   7   10   5   12
14   2   24   0   24   23   9   6   17   16   15   15   0   12   16   13   1   15   15   13
15   4   15   9   3   23   22   7   21   22   22   0   12   0   1   1   5   11   1   0
11   15   23   23   7   22   22   18   0   8   19   2   16   1   0   23   22   14   13   7
15   8   18   25   13   17   15   18   6   1   10   23   13   1   23   0   4   11   6   20
22   4   19   3   3   7   13   18   8   17   17   7   1   5   22   4   0   14   13   19
21   17   25   23   11   4   17   4   23   12   0   10   15   11   14   11   14   0   24   6
3   7   5   23   17   2   23   4   23   11   13   5   15   1   13   6   13   24   0   21
0   0   4   5   18   15   15   18   23   0   15   12   13   0   7   20   19   6   21   0

0   37   52   37   54   40   32   35   46   50   29   39   12   21   47   62   76   45   45   54
37   0   41   48   21   41   15   50   13   17   30   8   43   28   42   47   39   58   8   17
52   41   0   15   62   12   40   17   54   58   23   33   58   43   5   10   24   17   39   30
37   48   15   0   69   7   47   2   61   65   18   40   43   36   10   25   39   10   46   37
54   21   62   69   0   62   22   71   12   4   51   29   44   33   63   68   56   79   23   32
40   41   12   7   62   0   40   9   54   58   11   33   46   31   7   22   36   17   39   30
32   15   40   47   22   40   0   49   14   18   29   17   28   13   41   46   54   57   23   32
35   50   17   2   71   9   49   0   63   67   20   42   41   38   12   27   41   10   48   39
46   13   54   61   12   54   14   63   0   8   43   21   34   25   55   60   50   71   19   28
50   17   58   65   4   58   18   67   8   0   47   25   40   29   59   64   52   75   19   28
29   30   23   18   51   11   29   20   43   47   0   22   35   20   18   33   47   28   28   25
39   8   33   40   29   33   17   42   21   25   22   0   45   30   34   39   37   50   6   15
12   43   58   43   44   46   28   41   34   40   35   45   0   15   53   68   82   51   51   60
21   28   43   36   33   31   13   38   25   29   20   30   15   0   38   53   67   46   36   45
47   42   5   10   63   7   41   12   55   59   18   34   53   38   0   15   29   16   40   31
62   47   10   25   68   22   46   27   60   64   33   39   68   53   15   0   14   17   45   36
76   39   24   39   56   36   54   41   50   52   47   37   82   67   29   14   0   31   33   24
45   58   17   10   79   17   57   10   71   75   28   50   51   46   16   17   31   0   56   47
45   8   39   46   23   39   23   48   19   19   28   6   51   36   40   45   33   56   0   9
54   17   30   37   32   30   32   39   28   28   25   15   60   45   31   36   24   47   9   0
