12

0   13   11   25   6   10   2   14   6   24   19   11
13   0   12   18   0   23   15   11   18   14   2   12
11   12   0   6   15   7   18   2   7   22   15   19
25   18   6   0   20   22   15   21   23   15   13   4
6   0   15   20   0   20   22   12   24   1   9   2
10   23   7   22   20   0   18   19   7   7   15   23
2   15   18   15   22   18   0   17   16   18   13   7
14   11   2   21   12   19   17   0   4   21   3   12
6   18   7   23   24   7   16   4   0   5   19   25
24   14   22   15   1   7   18   21   5   0   23   7
19   2   15   13   9   15   13   3   19   23   0   12
11   12   19   4   2   23   7   12   25   7   12   0

0   29   36   6   33   41   34   25   23   39   18   28
29   0   65   33   24   36   43   34   32   10   27   15
36   65   0   32   57   49   28   49   57   75   54   64
6   33   32   0   27   35   40   31   29   43   24   32
33   24   57   27   0   28   67   58   56   34   51   39
41   36   49   35   28   0   75   66   64   46   59   47
34   43   28   40   67   75   0   21   29   47   26   36
25   34   49   31   58   66   21   0   8   26   7   19
23   32   57   29   56   64   29   8   0   22   5   17
39   10   75   43   34   46   47   26   22   0   21   11
18   27   54   24   51   59   26   7   5   21   0   12
28   15   64   32   39   47   36   19   17   11   12   0
