13

0   8   23   11   21   10   17   20   18   20   3   25   3
8   0   15   22   2   7   24   19   22   3   25   17   22
23   15   0   7   11   6   10   12   7   5   18   3   24
11   22   7   0   0   5   12   21   22   3   19   2   20
21   2   11   0   0   0   15   22   10   2   12   18   8
10   7   6   5   0   0   12   25   19   8   23   18   16
17   24   10   12   15   12   0   15   19   5   7   25   8
20   19   12   21   22   25   15   0   25   25   13   22   23
18   22   7   22   10   19   19   25   0   15   8   18   17
20   3   5   3   2   8   5   25   15   0   14   16   23
3   25   18   19   12   23   7   13   8   14   0   15   0
25   17   3   2   18   18   25   22   18   16   15   0   24
3   22   24   20   8   16   8   23   17   23   0   24   0

0   45   20   36   24   45   25   3   8   68   58   23   53
45   0   39   9   41   12   28   46   45   33   23   22   32
20   39   0   34   4   27   29   21   20   72   62   27   57
36   9   34   0   36   9   19   37   38   38   28   13   23
24   41   4   36   0   29   31   25   24   74   64   29   59
45   12   27   9   29   0   28   46   45   45   35   22   32
25   28   29   19   31   28   0   22   33   43   33   6   28
3   46   21   37   25   46   22   0   11   65   55   24   50
8   45   20   38   24   45   33   11   0   76   66   31   61
68   33   72   38   74   45   43   65   76   0   10   45   15
58   23   62   28   64   35   33   55   66   10   0   35   9
23   22   27   13   29   22   6   24   31   45   35   0   30
53   32   57   23   59   32   28   50   61   15   9   30   0
